filepath,class_name
data\raw\casting_data\train\ok_front\cast_ok_0_1943.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1953.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1957.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_196.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1961.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1962.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1963.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1970.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1976.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1978.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1979.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_198.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1986.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1987.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_1989.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2002.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2016.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2022.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2024.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2026.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2033.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2042.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2049.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_205.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2050.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2051.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2052.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2053.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2056.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2057.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2058.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2062.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2068.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2077.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2078.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2082.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2083.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2084.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2085.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2094.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2098.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2099.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2100.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2109.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2110.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2118.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_213.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2132.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2134.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2136.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2138.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2141.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2144.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2156.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2160.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2164.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2169.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2170.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2182.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2190.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2194.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2195.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_22.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2201.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2207.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2218.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2219.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2227.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2233.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2237.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2238.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2249.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2250.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2258.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2262.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2266.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2269.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2270.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2273.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2277.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2278.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2290.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2296.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2306.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2307.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2310.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2315.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2317.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2318.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2323.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2326.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2327.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_233.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2330.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2333.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2336.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2349.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2350.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2365.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2372.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2373.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2379.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2383.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_239.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2390.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2392.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2393.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2394.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2401.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2402.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2404.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2427.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2431.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2438.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_244.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2447.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2459.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2460.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2461.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2474.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2477.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_248.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2480.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2482.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_249.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2491.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2492.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2497.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_250.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2502.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2515.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2517.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2521.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2523.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2524.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2529.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2539.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2541.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2542.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2550.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2562.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2564.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2567.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2580.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2589.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2608.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2613.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2614.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_262.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2623.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2626.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2631.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2635.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2642.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_266.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2664.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2665.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2671.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2680.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2685.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_271.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2719.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2721.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2742.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2749.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2750.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2779.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2783.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_28.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2813.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2816.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2818.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2824.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_284.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2856.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_286.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2862.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_29.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2908.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2910.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2936.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2941.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2948.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2958.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2959.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_296.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2961.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2963.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2971.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2974.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2976.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_298.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2982.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2988.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2996.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2997.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_2999.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_300.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3002.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3009.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3016.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3018.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_302.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3022.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3027.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3033.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3043.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3047.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3059.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3060.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3064.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3065.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_307.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3076.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3080.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3083.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3086.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3094.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3096.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3103.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3112.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3114.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3115.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3117.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3130.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3136.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3141.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3144.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3149.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3153.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3156.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3158.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3168.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3170.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3185.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3186.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3187.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3193.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3201.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3206.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3210.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3216.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3220.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3225.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3230.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3232.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3234.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3243.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3250.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3251.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3254.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3255.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_327.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3272.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3274.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3281.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3285.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3287.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3290.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3298.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3304.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3305.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3307.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_331.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3311.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3315.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3321.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3324.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3326.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3334.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3346.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3348.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3349.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3362.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3363.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3378.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3381.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3383.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_339.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3392.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3399.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_34.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3416.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3426.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3433.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3434.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3436.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3440.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3449.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_345.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3450.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3454.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3457.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3459.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_346.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3460.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3463.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3464.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3469.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3470.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3472.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_349.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3495.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_350.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3500.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3501.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3508.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3509.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3519.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3520.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3522.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3544.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3547.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3548.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_357.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3573.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3574.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3575.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3576.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3578.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3581.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3582.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3588.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3593.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_360.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3600.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3602.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3605.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3607.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_361.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3616.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3617.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_362.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3626.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3628.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3634.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3639.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_364.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3640.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3642.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3645.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3646.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3655.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3659.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3660.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3662.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3668.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_367.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3674.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3675.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3677.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3689.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_369.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3691.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3692.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3694.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3699.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3701.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3711.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3727.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3732.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3734.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3737.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3742.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3752.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_376.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3760.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3763.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3764.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3769.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3770.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3774.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3775.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3777.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3778.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3779.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3791.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3799.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3805.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3812.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3819.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3825.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3827.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3829.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3834.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3839.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3842.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3843.jpeg,normal
data\raw\casting_data\train\ok_front\cast_ok_0_3852.jpeg,normal
